ID_Venta,Fecha,Producto,Categoria,Region,Vendedor,Precio_Unitario,Cantidad,Descuento_%,Total
V-017230,2024-01-04,Laptop Gamer,Electronica,Este,Diego Flores,13188.33,2,5,25057.83
V-036781,2024-01-04,Impresora,Oficina,Centro,Pedro Sanchez,1645.04,5,5,7813.94
V-023736,2024-01-04,Auriculares Bluetooth,Electronica,Centro,Pedro Sanchez,998.62,4,5,3794.76
V-005219,2024-01-04,Teclado Mecanico,Perifericos,Este,Laura Torres,793.45,2,5,1507.56
V-034747,2024-01-04,Laptop Gamer,Electronica,Oeste,Miguel Angel,15460.08,1,0,15460.08
V-008319,2024-01-04,Monitor 27',Electronica,Este,Laura Torres,4168.51,3,10,11254.98
V-013677,2024-01-04,Teclado Mecanico,Perifericos,Este,Laura Torres,1450.87,6,10,7834.7
V-033259,2024-01-04,Router WiFi,Electronica,Oeste,Miguel Angel,1998.73,2,0,3997.46
V-036568,2024-01-04,Escritorio,Muebles,Centro,Sofia Ramirez,2505.77,4,10,9020.77
V-030332,2024-01-04,Router WiFi,Electronica,Oeste,Miguel Angel,1108.24,4,5,4211.31
V-019016,2024-01-04,Monitor 27',Electronica,Este,Diego Flores,2802.79,4,5,10650.6
V-038959,2024-01-04,Escritorio,Muebles,Este,Laura Torres,1832.07,3,0,5496.21
V-005266,2024-01-05,Hub USB-C,Perifericos,Centro,Pedro Sanchez,625.0,7,10,3937.5
V-031908,2024-01-05,Monitor 27',Electronica,Este,Laura Torres,3495.72,3,5,9962.8
V-037185,2024-01-05,Tablet,Electronica,Oeste,Miguel Angel,4985.43,4,5,18944.63
V-026901,2024-01-05,Auriculares Bluetooth,Electronica,Sur,Luis Hernandez,1002.44,5,15,4260.37
V-018974,2024-01-05,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1787.67,1,0,1787.67
V-019940,2024-01-05,Mouse Gaming,Perifericos,Oeste,Valentina Ortiz,471.58,3,0,1414.74
V-029484,2024-01-05,Hub USB-C,Perifericos,Norte,Carlos Lopez,386.95,2,10,696.51
V-000143,2024-01-05,Auriculares Bluetooth,Electronica,Este,Laura Torres,758.14,1,10,682.33
V-028650,2024-01-05,Disco SSD 1TB,Electronica,Centro,Pedro Sanchez,1202.23,3,5,3426.36
V-027653,2024-01-05,Smartphone,Electronica,Sur,Luis Hernandez,7653.67,3,0,22961.01
V-000936,2024-01-05,Smartphone,Electronica,Centro,Pedro Sanchez,3871.66,4,0,15486.64
V-023962,2024-01-05,Disco SSD 1TB,Electronica,Norte,Maria Garcia,1738.55,2,5,3303.24
V-017522,2024-01-05,Disco SSD 1TB,Electronica,Centro,Sofia Ramirez,1710.99,2,5,3250.88
V-039849,2024-01-05,Router WiFi,Electronica,Oeste,Valentina Ortiz,1182.54,3,5,3370.24
V-020700,2024-01-05,Teclado Mecanico,Perifericos,Oeste,Valentina Ortiz,907.49,6,0,5444.94
V-041112,2024-01-05,Tablet,Electronica,Este,Diego Flores,4978.58,4,5,18918.6
V-028303,2024-01-05,Monitor 27',Electronica,Oeste,Valentina Ortiz,3481.87,1,0,3481.87
V-044583,2024-01-05,Auriculares Bluetooth,Electronica,Este,Diego Flores,681.4,4,5,2589.32
V-029718,2024-01-05,Escritorio,Muebles,Centro,Pedro Sanchez,1934.47,1,0,1934.47
V-039445,2024-01-05,Hub USB-C,Perifericos,Oeste,Miguel Angel,488.31,3,10,1318.44
V-028526,2024-01-05,Mouse Gaming,Perifericos,Norte,Maria Garcia,375.95,2,5,714.3
V-021584,2024-01-05,Webcam HD,Electronica,Sur,Luis Hernandez,1255.95,3,10,3391.07
V-002777,2024-01-05,Lampara LED,Oficina,Centro,Pedro Sanchez,480.29,1,0,480.29
V-041634,2024-01-05,Disco SSD 1TB,Electronica,Sur,Ana Martinez,1441.1,3,0,4323.3
V-041984,2024-01-05,Smartphone,Electronica,Este,Diego Flores,6848.64,1,0,6848.64
V-021903,2024-01-05,Silla Ergononica,Muebles,Este,Laura Torres,3799.36,3,5,10828.18
V-034736,2024-01-05,Tablet,Electronica,Oeste,Valentina Ortiz,4565.38,2,0,9130.76
V-012773,2024-01-05,Webcam HD,Electronica,Sur,Luis Hernandez,657.98,1,5,625.08
V-027198,2024-01-05,Router WiFi,Electronica,Oeste,Miguel Angel,1901.76,2,5,3613.34
V-034684,2024-01-05,Hub USB-C,Perifericos,Centro,Pedro Sanchez,381.86,1,0,381.86
V-009888,2024-01-05,Hub USB-C,Perifericos,Centro,Pedro Sanchez,417.47,2,0,834.94
V-005247,2024-01-05,Silla Ergononica,Muebles,Oeste,Miguel Angel,6080.46,2,5,11552.87
V-008301,2024-01-05,Laptop Gamer,Electronica,Norte,Maria Garcia,15765.56,2,5,29954.56
V-035356,2024-01-05,Mouse Gaming,Perifericos,Norte,Carlos Lopez,787.12,4,5,2991.06
V-007889,2024-01-05,Disco SSD 1TB,Electronica,Este,Laura Torres,914.65,3,0,2743.95
V-030319,2024-01-05,Monitor 27',Electronica,Oeste,Valentina Ortiz,3094.09,3,5,8818.16
V-016464,2024-01-05,Smartphone,Electronica,Sur,Ana Martinez,3922.79,5,5,18633.25
V-028044,2024-01-05,Tablet,Electronica,Este,Diego Flores,5074.64,2,5,9641.82
V-037772,2024-01-05,Laptop Gamer,Electronica,Norte,Carlos Lopez,14609.34,3,0,43828.02
V-012674,2024-01-05,Smartphone,Electronica,Sur,Luis Hernandez,4693.18,3,0,14079.54
V-033675,2024-01-05,Hub USB-C,Perifericos,Oeste,Valentina Ortiz,357.5,3,10,965.25
V-038671,2024-01-05,Escritorio,Muebles,Oeste,Miguel Angel,2842.8,3,10,7675.56
V-029586,2024-01-05,Auriculares Bluetooth,Electronica,Oeste,Miguel Angel,437.3,4,0,1749.2
V-015514,2024-01-05,Disco SSD 1TB,Electronica,Norte,Maria Garcia,944.46,4,5,3588.95
V-044271,2024-01-05,Monitor 27',Electronica,Sur,Luis Hernandez,3978.86,4,0,15915.44
V-024422,2024-01-05,Tablet,Electronica,Centro,Pedro Sanchez,3639.05,4,5,13828.39
V-035866,2024-01-05,Tablet,Electronica,Este,Diego Flores,4841.09,2,10,8713.96
V-004382,2024-01-05,Disco SSD 1TB,Electronica,Norte,Maria Garcia,1029.86,4,10,3707.5
V-004823,2024-01-05,Impresora,Oficina,Norte,Maria Garcia,2246.12,5,10,10107.54
V-015264,2024-01-05,Lampara LED,Oficina,Centro,Pedro Sanchez,245.81,4,0,983.24
V-008922,2024-01-05,Impresora,Oficina,Oeste,Miguel Angel,1999.71,4,5,7598.9
V-019552,2024-01-05,Silla Ergononica,Muebles,Sur,Luis Hernandez,5818.75,2,10,10473.75
V-038716,2024-01-05,Teclado Mecanico,Perifericos,Este,Diego Flores,935.15,5,10,4208.18
V-007221,2024-01-05,Teclado Mecanico,Perifericos,Norte,Carlos Lopez,1373.28,3,10,3707.86
V-018010,2024-01-05,Escritorio,Muebles,Sur,Luis Hernandez,2566.0,3,0,7698.0
V-022853,2024-01-05,Tablet,Electronica,Norte,Maria Garcia,3159.72,3,0,9479.16
V-042466,2024-01-05,Disco SSD 1TB,Electronica,Oeste,Valentina Ortiz,1002.46,3,0,3007.38
V-038739,2024-01-05,Teclado Mecanico,Perifericos,Centro,Sofia Ramirez,1413.81,4,10,5089.72
V-009361,2024-01-05,Auriculares Bluetooth,Electronica,Norte,Carlos Lopez,464.14,2,0,928.28
V-041773,2024-01-05,Smartphone,Electronica,Este,Laura Torres,7655.75,3,10,20670.53
V-025345,2024-01-05,Disco SSD 1TB,Electronica,Oeste,Miguel Angel,984.31,3,10,2657.64
V-011698,2024-01-05,Lampara LED,Oficina,Norte,Carlos Lopez,375.33,6,10,2026.78
V-007585,2024-01-05,Impresora,Oficina,Oeste,Miguel Angel,2861.14,4,5,10872.33
V-042472,2024-01-05,Impresora,Oficina,Centro,Sofia Ramirez,2036.01,5,5,9671.05
V-022245,2024-01-05,Hub USB-C,Perifericos,Norte,Maria Garcia,592.45,5,5,2814.14
V-006343,2024-01-05,Tablet,Electronica,Norte,Carlos Lopez,2866.44,3,10,7739.39
V-017974,2024-01-05,Laptop Gamer,Electronica,Norte,Carlos Lopez,17476.35,3,0,52429.05
V-024935,2024-01-05,Hub USB-C,Perifericos,Oeste,Valentina Ortiz,694.64,5,5,3299.54
V-006746,2024-01-06,Hub USB-C,Perifericos,Oeste,Valentina Ortiz,474.47,4,10,1708.09
V-003031,2024-01-06,Auriculares Bluetooth,Electronica,Norte,Maria Garcia,1108.15,1,0,1108.15
V-027846,2024-01-06,Smartphone,Electronica,Norte,Maria Garcia,3967.12,2,5,7537.53
V-032426,2024-01-06,Router WiFi,Electronica,Sur,Luis Hernandez,1148.72,3,5,3273.85
V-043689,2024-01-06,Impresora,Oficina,Sur,Luis Hernandez,2395.21,3,5,6826.35
V-039956,2024-01-06,Silla Ergononica,Muebles,Este,Diego Flores,4707.54,3,5,13416.49
V-032138,2024-01-06,Webcam HD,Electronica,Oeste,Miguel Angel,1784.42,3,5,5085.6
V-020899,2024-01-06,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1050.02,1,0,1050.02
V-010860,2024-01-06,Webcam HD,Electronica,Este,Diego Flores,1231.4,4,5,4679.32
V-024487,2024-01-06,Silla Ergononica,Muebles,Este,Diego Flores,6202.24,2,5,11784.26
V-001662,2024-01-06,Hub USB-C,Perifericos,Sur,Luis Hernandez,606.21,1,0,606.21
V-025830,2024-01-06,Disco SSD 1TB,Electronica,Este,Laura Torres,1063.54,3,0,3190.62
V-020399,2024-01-06,Monitor 27',Electronica,Norte,Maria Garcia,4899.95,6,5,27929.71
V-018903,2024-01-06,Disco SSD 1TB,Electronica,Oeste,Miguel Angel,1097.08,3,0,3291.24
V-039625,2024-01-06,Auriculares Bluetooth,Electronica,Oeste,Miguel Angel,600.38,3,5,1711.08
V-018116,2024-01-06,Auriculares Bluetooth,Electronica,Oeste,Miguel Angel,611.12,2,5,1161.13
V-028579,2024-01-06,Smartphone,Electronica,Este,Diego Flores,3618.97,5,10,16285.36
V-021309,2024-01-06,Lampara LED,Oficina,Centro,Sofia Ramirez,331.45,5,10,1491.52
V-012288,2024-01-06,Router WiFi,Electronica,Sur,Ana Martinez,1012.32,3,5,2885.11
V-031161,2024-01-06,Escritorio,Muebles,Sur,Ana Martinez,1973.68,1,10,1776.31
V-007117,2024-01-06,Lampara LED,Oficina,Este,Diego Flores,376.52,5,10,1694.34
V-014248,2024-01-06,Teclado Mecanico,Perifericos,Sur,Ana Martinez,586.92,5,5,2787.87
V-032444,2024-01-06,Disco SSD 1TB,Electronica,Sur,Ana Martinez,947.57,6,10,5116.88
V-011909,2024-01-06,Router WiFi,Electronica,Norte,Maria Garcia,1364.38,2,0,2728.76
V-009727,2024-01-06,Webcam HD,Electronica,Centro,Pedro Sanchez,1509.4,3,0,4528.2
V-010761,2024-01-06,Router WiFi,Electronica,Norte,Carlos Lopez,1417.15,2,5,2692.58
V-024489,2024-01-06,Smartphone,Electronica,Sur,Luis Hernandez,7523.0,3,0,22569.0
V-030516,2024-01-06,Silla Ergononica,Muebles,Oeste,Valentina Ortiz,6438.38,4,10,23178.17
V-027108,2024-01-06,Laptop Gamer,Electronica,Sur,Ana Martinez,17258.71,2,10,31065.68
V-012286,2024-01-06,Tablet,Electronica,Oeste,Miguel Angel,4663.69,3,10,12591.96
V-016148,2024-01-06,Webcam HD,Electronica,Oeste,Miguel Angel,1559.16,4,5,5924.81
V-035122,2024-01-06,Impresora,Oficina,Oeste,Miguel Angel,2782.3,3,0,8346.9
V-003718,2024-01-06,Teclado Mecanico,Perifericos,Este,Laura Torres,1353.89,3,5,3858.59
V-031875,2024-01-06,Teclado Mecanico,Perifericos,Sur,Ana Martinez,1478.73,5,5,7023.97
V-021504,2024-01-06,Router WiFi,Electronica,Norte,Carlos Lopez,1495.48,4,5,5682.82
V-011829,2024-01-06,Hub USB-C,Perifericos,Este,Laura Torres,478.07,3,0,1434.21
V-035857,2024-01-06,Tablet,Electronica,Centro,Pedro Sanchez,5127.82,2,5,9742.86
V-042146,2024-01-06,Laptop Gamer,Electronica,Oeste,Miguel Angel,17039.56,4,0,68158.24
V-012065,2024-01-06,Escritorio,Muebles,Oeste,Miguel Angel,2185.62,5,10,9835.29
V-018285,2024-01-06,Hub USB-C,Perifericos,Este,Diego Flores,329.35,7,0,2305.45
V-038034,2024-01-06,Impresora,Oficina,Este,Laura Torres,2356.17,3,0,7068.51
V-023396,2024-01-06,Laptop Gamer,Electronica,Centro,Sofia Ramirez,13676.18,4,0,54704.72
V-038099,2024-01-06,Router WiFi,Electronica,Este,Diego Flores,1592.26,2,5,3025.29
V-025712,2024-01-06,Monitor 27',Electronica,Sur,Luis Hernandez,4933.67,1,5,4686.99
V-010887,2024-01-06,Monitor 27',Electronica,Sur,Luis Hernandez,3113.79,5,10,14012.06
V-004632,2024-01-06,Mouse Gaming,Perifericos,Sur,Luis Hernandez,370.17,3,5,1054.98
V-040017,2024-01-06,Mouse Gaming,Perifericos,Oeste,Miguel Angel,627.61,2,5,1192.46
V-013561,2024-01-06,Auriculares Bluetooth,Electronica,Este,Diego Flores,752.27,4,5,2858.63
V-001349,2024-01-06,Hub USB-C,Perifericos,Oeste,Valentina Ortiz,374.63,3,5,1067.7
V-015619,2024-01-06,Impresora,Oficina,Oeste,Valentina Ortiz,1545.86,2,0,3091.72
V-027899,2024-01-06,Monitor 27',Electronica,Norte,Carlos Lopez,4674.73,2,0,9349.46
V-025302,2024-01-06,Escritorio,Muebles,Oeste,Valentina Ortiz,3220.16,3,10,8694.43
V-039794,2024-01-06,Auriculares Bluetooth,Electronica,Sur,Luis Hernandez,1158.58,3,10,3128.17
V-002740,2024-01-06,Escritorio,Muebles,Este,Diego Flores,2431.23,1,0,2431.23
V-043626,2024-01-06,Laptop Gamer,Electronica,Oeste,Valentina Ortiz,12432.8,1,10,11189.52
V-038403,2024-01-06,Monitor 27',Electronica,Centro,Pedro Sanchez,2951.9,2,10,5313.42
V-028454,2024-01-06,Smartphone,Electronica,Este,Diego Flores,3958.93,4,10,14252.15
V-007843,2024-01-06,Auriculares Bluetooth,Electronica,Este,Diego Flores,962.45,1,5,914.33
V-008981,2024-01-06,Auriculares Bluetooth,Electronica,Sur,Luis Hernandez,678.5,3,0,2035.5
V-025081,2024-01-06,Teclado Mecanico,Perifericos,Este,Laura Torres,1357.67,4,0,5430.68
V-009389,2024-01-06,Tablet,Electronica,Sur,Ana Martinez,5747.19,2,0,11494.38
V-012517,2024-01-06,Impresora,Oficina,Norte,Carlos Lopez,3127.55,4,0,12510.2
V-000984,2024-01-06,Monitor 27',Electronica,Centro,Sofia Ramirez,2998.67,3,5,8546.21
V-043235,2024-01-06,Webcam HD,Electronica,Sur,Ana Martinez,1538.27,2,5,2922.71
V-012783,2024-01-06,Silla Ergononica,Muebles,Norte,Carlos Lopez,4691.54,3,10,12667.16
V-027057,2024-01-06,Teclado Mecanico,Perifericos,Sur,Luis Hernandez,929.15,4,0,3716.6
V-002029,2024-01-06,Router WiFi,Electronica,Centro,Pedro Sanchez,1404.68,2,0,2809.36
V-023416,2024-01-06,Impresora,Oficina,Centro,Pedro Sanchez,2069.58,4,5,7864.4
V-018220,2024-01-06,Smartphone,Electronica,Norte,Carlos Lopez,6243.01,3,10,16856.13
V-038911,2024-01-06,Tablet,Electronica,Sur,Luis Hernandez,4351.99,2,0,8703.98
V-007000,2024-01-06,Tablet,Electronica,Sur,Ana Martinez,4965.14,5,5,23584.42
V-044460,2024-01-07,Tablet,Electronica,Este,Laura Torres,3474.48,4,0,13897.92
V-005170,2024-01-07,Lampara LED,Oficina,Centro,Sofia Ramirez,375.27,6,15,1913.88
V-025124,2024-01-07,Impresora,Oficina,Este,Diego Flores,2281.12,4,5,8668.26
V-040230,2024-01-07,Mouse Gaming,Perifericos,Oeste,Miguel Angel,314.18,4,0,1256.72
V-042091,2024-01-07,Silla Ergononica,Muebles,Este,Laura Torres,7201.72,2,0,14403.44
V-012600,2024-01-07,Hub USB-C,Perifericos,Este,Diego Flores,568.86,8,5,4323.34
V-038056,2024-01-07,Silla Ergononica,Muebles,Este,Laura Torres,7284.37,3,5,20760.45
V-036503,2024-01-07,Laptop Gamer,Electronica,Oeste,Valentina Ortiz,14638.43,3,0,43915.29
V-040653,2024-01-07,Lampara LED,Oficina,Norte,Maria Garcia,327.11,1,0,327.11
V-017946,2024-01-07,Laptop Gamer,Electronica,Centro,Pedro Sanchez,14928.94,4,5,56729.97
V-015247,2024-01-07,Webcam HD,Electronica,Norte,Maria Garcia,1701.93,1,0,1701.93
V-001538,2024-01-07,Impresora,Oficina,Oeste,Valentina Ortiz,2410.07,1,0,2410.07
V-030417,2024-01-07,Tablet,Electronica,Centro,Sofia Ramirez,4686.09,2,5,8903.57
V-009508,2024-01-07,Webcam HD,Electronica,Este,Laura Torres,1563.5,3,0,4690.5
V-021029,2024-01-07,Router WiFi,Electronica,Sur,Luis Hernandez,1064.28,4,5,4044.26
V-031073,2024-01-07,Escritorio,Muebles,Norte,Carlos Lopez,3883.49,1,0,3883.49
V-029203,2024-01-07,Laptop Gamer,Electronica,Sur,Luis Hernandez,14724.42,4,5,55952.8
V-011786,2024-01-07,Teclado Mecanico,Perifericos,Oeste,Miguel Angel,1275.97,1,10,1148.37
V-044034,2024-01-07,Hub USB-C,Perifericos,Oeste,Miguel Angel,619.33,3,10,1672.19
V-019936,2024-01-07,Silla Ergononica,Muebles,Oeste,Miguel Angel,4994.18,3,10,13484.29
V-032266,2024-01-07,Auriculares Bluetooth,Electronica,Norte,Carlos Lopez,683.44,3,5,1947.8
V-043137,2024-01-07,Impresora,Oficina,Sur,Luis Hernandez,1654.88,3,5,4716.41
V-030675,2024-01-07,Silla Ergononica,Muebles,Sur,Ana Martinez,5099.98,2,10,9179.96
V-031521,2024-01-07,Monitor 27',Electronica,Centro,Sofia Ramirez,4916.47,2,0,9832.94
V-036468,2024-01-07,Tablet,Electronica,Centro,Pedro Sanchez,3400.89,2,0,6801.78
V-004556,2024-01-07,Tablet,Electronica,Este,Laura Torres,5034.93,3,5,14349.55
V-003669,2024-01-07,Lampara LED,Oficina,Norte,Maria Garcia,428.3,3,5,1220.66
V-007249,2024-01-07,Disco SSD 1TB,Electronica,Norte,Maria Garcia,1201.06,4,0,4804.24
V-016386,2024-01-07,Monitor 27',Electronica,Este,Diego Flores,3092.55,4,0,12370.2
V-039652,2024-01-07,Monitor 27',Electronica,Centro,Sofia Ramirez,3477.53,4,0,13910.12
V-033851,2024-01-07,Laptop Gamer,Electronica,Centro,Pedro Sanchez,14539.38,6,10,78512.65
V-033737,2024-01-07,Router WiFi,Electronica,Norte,Carlos Lopez,1819.01,4,0,7276.04
V-039149,2024-01-07,Mouse Gaming,Perifericos,Oeste,Miguel Angel,688.72,5,5,3271.42
V-026346,2024-01-07,Escritorio,Muebles,Norte,Maria Garcia,2711.18,3,0,8133.54
V-039194,2024-01-07,Auriculares Bluetooth,Electronica,Centro,Sofia Ramirez,592.29,3,0,1776.87
V-041469,2024-01-07,Auriculares Bluetooth,Electronica,Oeste,Miguel Angel,868.63,5,0,4343.15
V-042966,2024-01-07,Tablet,Electronica,Sur,Ana Martinez,2539.49,5,5,12062.58
V-031511,2024-01-07,Laptop Gamer,Electronica,Norte,Carlos Lopez,14273.68,3,0,42821.04
V-031450,2024-01-07,Silla Ergononica,Muebles,Centro,Sofia Ramirez,6976.18,2,0,13952.36
V-031440,2024-01-07,Laptop Gamer,Electronica,Oeste,Miguel Angel,12602.71,4,0,50410.84
V-039257,2024-01-07,Lampara LED,Oficina,Este,Laura Torres,494.9,5,15,2103.32
V-017674,2024-01-07,Laptop Gamer,Electronica,Sur,Ana Martinez,13738.67,2,0,27477.34
V-005369,2024-01-07,Impresora,Oficina,Centro,Sofia Ramirez,2156.45,5,0,10782.25
V-031494,2024-01-07,Teclado Mecanico,Perifericos,Este,Laura Torres,864.5,3,10,2334.15
V-003169,2024-01-07,Teclado Mecanico,Perifericos,Sur,Luis Hernandez,1123.26,5,5,5335.48
V-012958,2024-01-07,Mouse Gaming,Perifericos,Oeste,Miguel Angel,356.44,5,10,1603.98
V-025526,2024-01-07,Silla Ergononica,Muebles,Sur,Ana Martinez,7378.37,3,0,22135.11
V-036431,2024-01-07,Laptop Gamer,Electronica,Centro,Sofia Ramirez,16467.52,3,0,49402.56
V-018569,2024-01-07,Hub USB-C,Perifericos,Sur,Luis Hernandez,654.67,3,0,1964.01
V-040896,2024-01-07,Escritorio,Muebles,Oeste,Valentina Ortiz,3261.72,3,10,8806.64
V-002601,2024-01-07,Teclado Mecanico,Perifericos,Norte,Carlos Lopez,1428.72,2,5,2714.57
V-021418,2024-01-07,Impresora,Oficina,Oeste,Miguel Angel,2639.33,1,0,2639.33
V-042375,2024-01-07,Webcam HD,Electronica,Centro,Pedro Sanchez,1399.14,3,0,4197.42
V-013902,2024-01-07,Router WiFi,Electronica,Norte,Carlos Lopez,1784.54,2,0,3569.08
V-038344,2024-01-07,Smartphone,Electronica,Oeste,Valentina Ortiz,8096.87,3,5,23076.08
V-043893,2024-01-07,Webcam HD,Electronica,Este,Diego Flores,1680.07,3,0,5040.21
V-022352,2024-01-07,Disco SSD 1TB,Electronica,Norte,Carlos Lopez,963.27,3,5,2745.32
V-036993,2024-01-07,Tablet,Electronica,Centro,Sofia Ramirez,2620.74,5,10,11793.33
V-038927,2024-01-07,Tablet,Electronica,Norte,Maria Garcia,2515.5,1,10,2263.95
V-039119,2024-01-07,Smartphone,Electronica,Norte,Maria Garcia,5324.09,5,10,23958.41
V-033766,2024-01-07,Smartphone,Electronica,Norte,Maria Garcia,5470.71,1,5,5197.17
V-003317,2024-01-07,Silla Ergononica,Muebles,Este,Laura Torres,3709.36,2,5,7047.78
V-034163,2024-01-07,Lampara LED,Oficina,Sur,Ana Martinez,374.27,4,10,1347.37
V-000619,2024-01-07,Monitor 27',Electronica,Norte,Carlos Lopez,3003.92,4,0,12015.68
V-038364,2024-01-07,Auriculares Bluetooth,Electronica,Este,Laura Torres,583.42,3,0,1750.26
V-014218,2024-01-07,Escritorio,Muebles,Este,Laura Torres,2312.39,5,5,10983.85
V-026244,2024-01-07,Router WiFi,Electronica,Centro,Sofia Ramirez,903.17,1,5,858.01
V-031677,2024-01-07,Monitor 27',Electronica,Centro,Pedro Sanchez,2927.72,1,0,2927.72
V-006165,2024-01-07,Tablet,Electronica,Sur,Ana Martinez,5645.81,4,5,21454.08
V-023449,2024-01-07,Webcam HD,Electronica,Oeste,Valentina Ortiz,1493.13,5,10,6719.09
V-028580,2024-01-07,Teclado Mecanico,Perifericos,Norte,Maria Garcia,1290.51,7,15,7678.53
V-018792,2024-01-07,Tablet,Electronica,Centro,Sofia Ramirez,3813.43,4,5,14491.03
V-036669,2024-01-07,Laptop Gamer,Electronica,Norte,Maria Garcia,12506.88,4,0,50027.52
V-040752,2024-01-07,Impresora,Oficina,Este,Laura Torres,1724.48,6,10,9312.19
V-020803,2024-01-07,Laptop Gamer,Electronica,Oeste,Valentina Ortiz,12260.92,3,0,36782.76
V-021560,2024-01-07,Webcam HD,Electronica,Este,Diego Flores,647.12,4,10,2329.63
V-020812,2024-01-07,Router WiFi,Electronica,Oeste,Valentina Ortiz,1448.09,3,0,4344.27
V-006476,2024-01-07,Impresora,Oficina,Sur,Ana Martinez,2474.17,5,15,10515.22
V-009165,2024-01-07,Impresora,Oficina,Oeste,Miguel Angel,2928.61,4,5,11128.72
V-028663,2024-01-07,Webcam HD,Electronica,Sur,Luis Hernandez,701.39,4,0,2805.56
V-043222,2024-01-07,Teclado Mecanico,Perifericos,Este,Diego Flores,613.64,8,10,4418.21
V-004951,2024-01-08,Webcam HD,Electronica,Norte,Carlos Lopez,1262.52,3,10,3408.8
V-032875,2024-01-08,Disco SSD 1TB,Electronica,Este,Diego Flores,1426.54,6,0,8559.24
V-012320,2024-01-08,Mouse Gaming,Perifericos,Oeste,Valentina Ortiz,580.64,5,15,2467.72
V-038416,2024-01-08,Teclado Mecanico,Perifericos,Centro,Pedro Sanchez,505.62,4,0,2022.48
V-017506,2024-01-08,Disco SSD 1TB,Electronica,Oeste,Miguel Angel,1544.43,9,10,12509.88
V-034447,2024-01-08,Router WiFi,Electronica,Sur,Ana Martinez,1024.55,4,0,4098.2
V-027684,2024-01-08,Silla Ergononica,Muebles,Norte,Maria Garcia,6030.95,2,5,11458.8
V-021158,2024-01-08,Auriculares Bluetooth,Electronica,Centro,Pedro Sanchez,940.66,1,10,846.59
V-038084,2024-01-08,Webcam HD,Electronica,Centro,Sofia Ramirez,1263.52,3,5,3601.03
V-027315,2024-01-08,Escritorio,Muebles,Norte,Carlos Lopez,3052.94,2,10,5495.29
V-017563,2024-01-08,Silla Ergononica,Muebles,Este,Diego Flores,5593.05,2,0,11186.1
V-017884,2024-01-08,Router WiFi,Electronica,Norte,Carlos Lopez,1929.99,2,10,3473.98
V-008756,2024-01-08,Monitor 27',Electronica,Sur,Luis Hernandez,5246.7,3,0,15740.1
V-003703,2024-01-08,Monitor 27',Electronica,Este,Laura Torres,2960.18,1,0,2960.18
V-024218,2024-01-08,Mouse Gaming,Perifericos,Este,Diego Flores,299.12,5,5,1420.82
V-006981,2024-01-08,Teclado Mecanico,Perifericos,Norte,Maria Garcia,716.64,6,5,4084.85
V-033551,2024-01-08,Mouse Gaming,Perifericos,Centro,Sofia Ramirez,377.27,2,0,754.54
V-025034,2024-01-08,Silla Ergononica,Muebles,Centro,Sofia Ramirez,5870.22,2,0,11740.44
V-027073,2024-01-08,Escritorio,Muebles,Norte,Carlos Lopez,3479.29,1,0,3479.29
V-013777,2024-01-08,Monitor 27',Electronica,Norte,Carlos Lopez,5322.85,1,5,5056.71
V-026685,2024-01-08,Tablet,Electronica,Sur,Ana Martinez,5893.05,3,0,17679.15
V-008829,2024-01-08,Lampara LED,Oficina,Este,Diego Flores,382.61,4,0,1530.44
V-002671,2024-01-08,Tablet,Electronica,Centro,Pedro Sanchez,3759.18,1,5,3571.22
V-015868,2024-01-08,Silla Ergononica,Muebles,Norte,Maria Garcia,4912.85,2,0,9825.7
V-031785,2024-01-08,Lampara LED,Oficina,Oeste,Valentina Ortiz,287.65,5,10,1294.42
V-004129,2024-01-08,Teclado Mecanico,Perifericos,Oeste,Miguel Angel,1200.69,4,0,4802.76
V-018264,2024-01-08,Silla Ergononica,Muebles,Sur,Ana Martinez,5642.34,4,10,20312.42
V-016102,2024-01-08,Mouse Gaming,Perifericos,Centro,Sofia Ramirez,401.41,7,15,2388.39
V-036721,2024-01-08,Silla Ergononica,Muebles,Oeste,Miguel Angel,5131.61,3,0,15394.83
V-003900,2024-01-08,Tablet,Electronica,Centro,Pedro Sanchez,4254.43,4,5,16166.83
V-025024,2024-01-08,Laptop Gamer,Electronica,Oeste,Miguel Angel,17898.9,2,5,34007.91
V-043175,2024-01-08,Mouse Gaming,Perifericos,Sur,Ana Martinez,334.07,5,5,1586.83
V-006312,2024-01-08,Webcam HD,Electronica,Centro,Sofia Ramirez,1040.23,2,5,1976.44
V-029298,2024-01-08,Monitor 27',Electronica,Oeste,Miguel Angel,4731.81,2,10,8517.26
V-028520,2024-01-08,Router WiFi,Electronica,Centro,Sofia Ramirez,1188.69,1,5,1129.26
V-002683,2024-01-08,Monitor 27',Electronica,Oeste,Valentina Ortiz,4345.18,3,10,11731.99
V-018307,2024-01-08,Auriculares Bluetooth,Electronica,Norte,Maria Garcia,1053.71,4,5,4004.1
V-039050,2024-01-08,Webcam HD,Electronica,Oeste,Valentina Ortiz,1767.97,3,10,4773.52
